-like	sؤپn<br><br>
trump	sedؤپ-ye إ،eypur<br><br>
trumpery	xertopert<br><br>
trumpet	إ،eypur; إ،eypurci<br><br>
trumpeter	إ،eypurci<br><br>
truncate	kutؤپh kardan<br><br>
trundle	ة،aإ،tan; qaltak; qaltؤپndan<br><br>
trunk	badane; sanduq; tan; tane<br><br>
truss	be six keإ،idan; boqce; إ،ekamband<br><br>
trust	amؤپnat; amؤپnat (amؤپnؤپt); eâ€™temؤپd dؤپإ،tan; eâ€™temؤپd kardan (kon); e'tebؤپr; e'telؤپf; e'temؤپd; e'temؤپd kardan; e'teqؤپd; etminؤپn; etminؤپn kardan; ettehؤپdiyeâ€Œ-ye إ،erkatâ€Œhؤپ; imؤپn; mas'uliyat; omid; qarz; tavakkol; tavakkol kardan; vadie<br><br>
trust fund	seporde<br><br>
trustable	bؤپvafؤپ<br><br>
trustee	amؤپnatdؤپr; motevalli; towliyat kardan<br><br>
trusteeship	amؤپnat; amؤپnat (amؤپnؤپt); amؤپnatdؤپri<br><br>
truster	e'tebؤپrdehande<br><br>
trustful	e'temؤپd; etminؤپn; mo'tamed<br><br>
trustiness	qؤپbeliyat-e eâ€™temؤپd<br><br>
trustworthy	amin; qؤپbeleetminؤپn<br><br>
trusty	etminؤپnbaxإ،<br><br>
truth	dorosti; haqiqat; haqiqat (haqؤپyeq); haqqؤپniyat; rؤپst; rؤپsti; vؤپqeiyat<br><br>
truthful	rؤپst; rؤپstgu; rؤپstة،u<br><br>
truthfulness	rؤپstguyi<br><br>
try	ؤپzmؤپyeإ،; ؤپzmudan; ؤپzmun; emtehؤپn; emtehؤپn kardan; jodؤپ kardan; kuإ،eإ،; kuإ،eإ، kardan; kuإ،idan; mahak kardan; mohؤپkeme kardan; saâ€™y kardan; sarodast إ،ekastan; sa'y; tajrobe kardan; talؤپإ، kardan<br><br>
try on	porov kardan<br><br>
try out	sa'y kardan<br><br>
tryout	ؤپzmؤپyeإ،<br><br>
tryst	miؤپdة،ؤپh<br><br>
tshprst	ؤپtaإ،parast<br><br>
tsunami	sonؤپmi<br><br>
tub	vؤپn<br><br>
tubber	ة،ؤپzor<br><br>
tube	lؤپmp; lule; tiyup; tunel<br><br>
tuber	tokme<br><br>
tuck	bؤپlؤپzadegi; bؤپlؤپzani; cin; niru; إ،amإ،ir-e nؤپzok; sejؤپf; إ،irini-ye morabbؤپ; tؤپh; tu gozؤپإ،tan; tugozؤپri; zur<br><br>
Tuesday	seإ،anbe<br><br>
Tuesday Night	seإ،anbeإ،ab<br><br>
tuft	kolؤپle; torre<br><br>
tug	kuإ،idan; taqallؤپ; yadakkeإ،; zahmat; zahmat (zahamؤپt)<br><br>
tuition	haqqottadris; إ،ahriye; إ،ahriye-ye dabestؤپn; tadris<br><br>
tuitional	إ،ahriye; tadris; ta'lim<br><br>
tulip	lؤپle<br><br>
tumble	ؤپإ،oftegi; behamrixtegi; behamrixteة،i; carxeإ،; jastoxiz kardan; laqzidan; nؤپgahؤپn oftؤپdan; oftؤپdan; paridan; qalt xordan; raqsidan<br><br>
tumble-down	laqzؤپn<br><br>
tumbler	livؤپn<br><br>
tumbling	qalt<br><br>
tumbrel	ة،iyotin<br><br>
tumbril	ة،ؤپri; ة،iyotin<br><br>
tumescent	varamkarde<br><br>
tummy	me'de; إ،ekam<br><br>
tumor	barؤپmadegi; qodde; qodde (qodad); tumor; varam; xiz<br><br>
tumour	tumor<br><br>
tumult	ؤپإ،ub; eltehؤپb; girodؤپr; hamhame; hendel; henة،ؤپme; janjؤپl; إ،oluq<br><br>
tumultuous	behamrixte; porsarosedؤپ<br><br>
tun	livؤپn; xomre<br><br>
tuna	mؤپhi-ye ton<br><br>
tunable	kuk; mowzun<br><br>
tune	ؤپhang; ؤپhang-e sedؤپ; ؤپvؤپz; kuk kardan; lahn; lahn-e talaffoz; mizؤپn kardan; naqme; navؤپ; renة،; sؤپz zadan; vefq dؤپdan; xonyؤپ<br><br>
tune up	reة،lؤپإ¾<br><br>
tuneable	kuk<br><br>
tuning fork	doإ،ؤپxe<br><br>
Tunisia	Tunes<br><br>
tunisian	tunesi<br><br>
tunnel	tunel<br><br>
tup	cakoإ،; إ،ؤپx zadan<br><br>
Turan	Turؤپn<br><br>
turban	ammؤپme; dastؤپr<br><br>
turbid	ة،elؤپlud; keder<br><br>
turbine	turbin<br><br>
turbulence	ؤپإ،oftegi; ؤپإ،ofteة،i; ؤپإ،ub; eqteإ،ؤپإ،; ة،ardankeإ،i; talؤپtom<br><br>
turbulency	ة،ardankeإ،i<br><br>
turbulent	ؤپإ،ofte; ؤپإ،ubgar; ؤپإ،ubzade; motelؤپtem; yؤپqi<br><br>
Turcoman	Torkaman<br><br>
turd	ة،oh; peإ،kel<br><br>
turf	caman<br><br>
turgescence	tavarrom<br><br>
Turk	Tork<br><br>
Turkey	buqalamun; Torkiye<br><br>
Turkish	Tork; torki; torkiyei<br><br>
Turkmenistan	Torkamanestؤپn<br><br>
Turkoman	Torkaman; Torkamؤپn<br><br>
turmeric	zarcube; zardcube<br><br>
turmoil	ؤپإ،oftegi; ؤپإ،ofteة،i; pariإ،ؤپni; qowqؤپ<br><br>
turn	atf kardan; bar gardؤپndan; bargardؤپndan; bargardؤپndan (gardؤپn); carx; carx xordan; carx zadan; carxeإ،; carxidan; carxidan (carx); degargun sؤپxtan; este'dؤپd; ة،ardؤپndan; gardؤپndan (gardؤپn); gardeإ،; ة،ardeإ،; ة،aإ،tan; gaإ،tan (gard); maâ€™kus kardan; maâ€™tuf dؤپإ،tan; monharef إ،odan; nowbat; nowbe; pic; pic xordan; picؤپndan; picoxam; picxordegi; poإ،toru kardan; qerqere; tabdil kardan; tamؤپyol; taqyir dؤپdan; taqyir-e jahat; taqyir-e jahat dؤپdan; vؤپrune kardan<br><br>
turn down	xord sؤپxtan<br><br>
turn left	be samt-e cap carxidan<br><br>
turn off	xؤپmuإ، kardan (kon)<br><br>
turn off the lights	cerؤپq xؤپmuإ، kardan<br><br>
turn on	rowإ،an kardan<br><br>
turn on the lights	cerؤپq rowإ،an kardan<br><br>
turn out	towlid kardan; vؤپrune kardan<br><br>
turn over	amalkard; qaltؤپndan; taammoq kardan<br><br>
turn pages	varaq zadan (zan)<br><br>
turn right	be taraf-e rؤپst picidan<br><br>
turn round	dowr zadan (zan)<br><br>
turn up	rox dؤپdan; zؤپher إ،odan<br><br>
turn-out	e'tesؤپb; e'tesؤپbة،ar<br><br>
turned	إ،urؤپnde<br><br>
turned upside down	ma'kus<br><br>
turner	tarؤپإ،kؤپr; xarrؤپt<br><br>
turnip	coqondar; إ،alqam; إ،alqam-e rowqani<br><br>
turnkey	zendؤپnbؤپn<br><br>
turnover	barة،ardؤپn; barة،aإ،t; bؤپzdeh<br><br>
turpitude	delvؤپpasi<br><br>
turquoise	firuze; firuzei<br><br>
turret	jؤپnpanؤپh<br><br>
turtle	lؤپkpoإ،t<br><br>
turtleback	lؤپkpoإ،t<br><br>
turtledove	qomri<br><br>
turtleneck	yaqeeski<br><br>
tussle	bahs kardan; mojؤپdele; nezؤپâ€™ kardan; taqallؤپ kardan<br><br>
tussock	kolؤپle<br><br>
tutelage	sarparasti<br><br>
tutor	moallemsarxؤپne; morabbi; sarparasti kardan<br><br>
tutorage	moallemi<br><br>
tutors	ؤپmuzة،ؤپr<br><br>
tutorship	moallemi<br><br>
tv	televiziyon; televiziyoni<br><br>
TV Announcer	guyande-ye televiziyon<br><br>
TV program	barnؤپme-ye televiziyon<br><br>
TV series	seriyؤپl-e televiziyoni<br><br>
TV station	ferestande-ye televiziyoni<br><br>
tvfankhyz	tufؤپnxiz<br><br>
tvjbh	tujabe<br><br>
twain	do; doqolu; tow'am<br><br>
tweak	niإ،gun gereftan; pic dؤپdan<br><br>
tweezers	mucin<br><br>
twelfth	davؤپzdahom; davؤپzdahomin<br><br>
twelve	davؤپzdah<br><br>
twentieth	bistom; bistomi; bistomin; yekbistom<br><br>
twenty	bist<br><br>
twenty canals	bisttؤپyi<br><br>
twenty years old	bistsؤپle<br><br>
twice	dobarؤپbar; domartabe<br><br>
twiddle	bؤپzi kardan<br><br>
twiddle with something	varraftan bؤپ cizi<br><br>
twig	إ،ؤپxeâ€Œ-ye kucak; tarke<br><br>
twilight	gorgomiإ،; havؤپ-ye gorgomiإ،; nimeâ€Œrowإ،an; إ،afaq; tؤپrik-o rowإ،an; tؤپrik-rowإ،an<br><br>
twin	doqolu; hamzؤپd; tow'am; towam kardan; zowj (zowjؤپt)<br><br>
twin bed	taxtexؤپb-e donafare<br><br>
twin room	otؤپq-e donafare; otؤپq-e dotaxte<br><br>
twin-bedded	dotaxte<br><br>
twine	pic<br><br>
twinge	tir keإ،idan<br><br>
twinkle	ceإ،mak<br><br>
twins	tow'am<br><br>
twirl	ة،ardeإ،<br><br>
twist	carxidan; nax yؤپ rismؤپn-e tؤپbide; pic; pic dؤپdan; picؤپndan; picdؤپr kardan; picidan; picideة،i; picxordegi; tؤپb; tؤپb dؤپdan; tؤپb xordan; tؤپbidan; xam kardan<br><br>
twisted	picxorde; tؤپbdؤپr; tؤپbide<br><br>
twisting	picxordeة،i<br><br>
twisty	picxorde; tؤپbdؤپr; tؤپbide<br><br>
twit	sarzaneإ،<br><br>
twitch	be ham keإ،idan; feإ،ordan; gereh zadan; harekat-e nؤپgahؤپni; jamâ€™ إ،odan; keإ،eإ،; keإ،eإ،-e nؤپgahؤپni; nؤپgahؤپn keإ،idan; picؤپndan; tekؤپn-e nؤپgahؤپni<br><br>
twitch from	nؤپgahؤپn keإ،idan<br><br>
twitch grass	be ham keإ،idan; harekat-e nؤپgahؤپni; keإ،eإ،-e nؤپgahؤپni<br><br>
twitter	cahcahe; cahcahe zadan; larzؤپn<br><br>
two	do; do adad; do tؤپ<br><br>
two bedroom	doxؤپbe<br><br>
two color	dorang<br><br>
two cows	do ra's gؤپv<br><br>
two days	doruze<br><br>
two face	doru<br><br>
two floors	dotabaqe<br><br>
two hundred	devist; dosad<br><br>
two pieces	do adad; do tؤپ<br><br>
two shells	dojedؤپre<br><br>
two stories	dotabaqe<br><br>
two syllabubs	dobaxإ،i<br><br>
two times	do bؤپr; do martabe<br><br>
two way	dotarafe<br><br>
two-bit	yozyi<br><br>
two-dimensional	dobo'di<br><br>
two-lane	dobؤپnde; doxatte<br><br>
two-legged	dopؤپ<br><br>
two-ply	dolؤپ<br><br>
two-sided	dopahlu<br><br>
two-star general	sarlaإ،kar<br><br>
two-thirds	dosevvom<br><br>
two-volume	dojeldi<br><br>
two-way	dorؤپhe<br><br>
two-year	dosؤپle<br><br>
two-year-old	dosؤپle<br><br>
twofold	dobarؤپbar; doة،ؤپne; doqesmati<br><br>
twosome	doة،ؤپne; donafare; donafari<br><br>
tycoon	ؤپdam-e bؤپnofuz-o puldؤپr; sarmؤپyedؤپr-e xeyl-i mohem<br><br>
tympany	ة،azؤپfeة،uyi<br><br>
type	bؤپsme; gune; ة،une; hؤپlat; keliإ،e; mؤپإ،in kardan; nahve; now'; now' (anvؤپ'); olة،u; qasam; tؤپyp; tؤپyp kardan<br><br>
types	anvؤپ'; horuf<br><br>
typeset	horufcini kardan<br><br>
typesetter	morattab<br><br>
typewriter	mؤپإ،intahrir<br><br>
typhoid	hasbe<br><br>
typhoon	gerdbؤپd-e hؤپrrei; tufؤپn<br><br>
typhus	tifus<br><br>
typical	nemunevؤپr; xؤپs(s)<br><br>
typicality	xosusiyat<br><br>
typically	be towr-e maâ€™mul; ma'mulan; now'an<br><br>
typing	mؤپإ،innevisi<br><br>
typing error	qalat-e emlؤپyi<br><br>
typing mistake	qalat-e emlؤپyi<br><br>
typist	mؤپإ،innevis; tؤپypist<br><br>
typographic	cؤپpi<br><br>
typology	ة،uneإ،enؤپsi<br><br>
tyrannical	setamة،arؤپne; zؤپlemؤپne<br><br>
tyrannically	mostabedؤپne; setamة،arؤپne<br><br>
tyrannize	zur goftan<br><br>
tyrannous	zؤپlemؤپne<br><br>
tyranny	jowr; setam; setamة،ari; zolm<br><br>
tyrant	jabbؤپr; mostabed; setamة،ar; zurgu<br><br>
tyro	mobtadi; now'ؤپmuz; nowce<br><br>
u-boat	zirdaryؤپyi<br><br>
ubiquitous	hؤپzer<br><br>
Uganda	uة،ؤپndؤپ<br><br>
Ugandan	uة،ؤپndؤپyi<br><br>
ugly	badrixt; badtarkib; birixt; karih; zeإ،t<br><br>
Ukraine	Okrؤپyn<br><br>
Ukrainian	okrؤپyni<br><br>
ulcer	riإ،; zaxm; zaxmeme'de; zohm<br><br>
ulcerous	riإ،; zaxmi<br><br>
ulterior	ba'di; nahؤپn<br><br>
ultimate	ؤپxar; bؤپzpasin; durtarin; monjar إ،odan; nahؤپyi; qؤپyi<br><br>
ultimately	darnahؤپyat; nahؤپyatan; saranjؤپm<br><br>
ultimatum	nahؤپyi; oltimؤپtom<br><br>
ultra	efrؤپti<br><br>
ultra-	farؤپ; mؤپvarؤپ<br><br>
ultramarine	lؤپjevardi<br><br>
ultramodern	motejadded<br><br>
ultramundane	oqbؤپyi<br><br>
ultrasonic testing	sonogerؤپfi<br><br>
ultraviolet	mؤپfowqebanafإ،; mؤپvarؤپyebanafإ،<br><br>
umbelliferous	catri<br><br>
umbilical	markazi<br><br>
umbilicus	nؤپf<br><br>
umbrage	suezann<br><br>
umbrella	catr; hefؤپz<br><br>
umlaut	edqؤپm<br><br>
umpire	dؤپvari; hakamiyat<br><br>
un friend	nؤپrafiq<br><br>
un-	lؤپ; na; qeyr(-e)<br><br>
unabashed	biإ،arm<br><br>
unable	ؤپjez; nؤپtavؤپn<br><br>
unabridged	maإ،ruh<br><br>
unacceptable	nؤپmaqbul; qeyreqؤپbeleqabul<br><br>
unaccountable	ؤپri az hess-e masâ€™uliyat<br><br>
unadorned	bipirؤپye<br><br>
unaffected	bipirؤپye; biriyؤپ<br><br>
unalloyed	nؤپb<br><br>
unambiguous	sarih<br><br>
unambiguously	sarihan<br><br>
unanimity	yekdeli<br><br>
unanimous	hamraâ€™y; hamra'y; mottafeqolqowl; yekdel-o yekzabؤپn<br><br>
unanimously	be ettefؤپq-e ؤپrؤپ; mottafeqan; mottafeqolqowl<br><br>
unanswerable	bijavؤپb<br><br>
unappealing	nacasb<br><br>
unashamed	nؤپmard<br><br>
unattached	ؤپzؤپd<br><br>
unattainable	dastnayؤپftani<br><br>
unauthorized	biejؤپze; nؤپmojؤپz<br><br>
unavoidable	ejtenؤپbnؤپpazir; nؤپgozir<br><br>
unaware	biettelؤپ'; bixabar; nؤپؤپgؤپh; nؤپة،ahؤپn<br><br>
unawares	biettelؤپ'; bixabar; nؤپة،ahؤپn; nؤپxodؤپة،ؤپh; nؤپxodؤپة،ؤپhؤپne<br><br>
unbalanced	nؤپmoteؤپdel; nؤپmotevؤپzen<br><br>
unbearable	qeyreqؤپbeletahammol; tahammolnؤپpazir<br><br>
unbeatable	إ،ekastnؤپpazir<br><br>
unbecoming	nؤپإ،ؤپyeste; nؤپxoإ،ؤپyand<br><br>
unbeknownst	majhul<br><br>
unbelief	bie'teqؤپdi; biimؤپni<br><br>
unbelievable	bؤپvarnakardani<br><br>
unbeliever	biimؤپn; kؤپfar<br><br>
unbelieving	biimؤپn; kؤپfar<br><br>
unbend	rؤپst kardan; إ،al kardan<br><br>
unbiased	biqaraz<br><br>
unbind	إ،al kardan<br><br>
unblessed	nؤپmeymun; nؤپmobؤپrak; nؤپmobؤپraki<br><br>
unblock	xؤپr cidan<br><br>
unbolt	ة،oإ،udan<br><br>
unbound	bibandobؤپr; rahؤپإ،ode<br><br>
unbounded	bikarؤپn; nؤپmahdud<br><br>
unbrace	foru heإ،tan; tazâ€™if kardan<br><br>
unbreakable	naإ،kan<br><br>
unbridle	lejؤپmة،osixte<br><br>
unbuckle	ؤپsudan; esterؤپhat kardan<br><br>
unbuttoned	ة،oإ،ude<br><br>
uncanny	qeyretabii<br><br>
uncap	sarpuإ، bar dؤپإ،tan<br><br>
uncaused	bidalil<br><br>
uncertain	dodel; moraddad; moteqayyer; nؤپma'lum; nؤپmoayyan; nؤپmoإ،axxas; nؤپmotmaen(n)<br><br>
uncertainty	dodeli; nؤپmaâ€™lumi; إ،ok; tardid<br><br>
unchangable	taqyirnؤپpazir<br><br>
uncharitable	biة،ozaإ،t<br><br>
uncharted	nadؤپneste; nؤپma'lum<br><br>
unchaste	bieffat<br><br>
unchastity	bieffati<br><br>
uncle	amu; dؤپyi; إ،owharxؤپle<br><br>
uncle's wife	zan'amu<br><br>
unclean	ؤپlude; najes; nؤپpؤپk; nؤپpؤپki; palid<br><br>
unclear	mobham; nؤپmafhum; nؤپma'lum; nؤپmoإ،axxas; nؤپpeydؤپ<br><br>
unco	jؤپlebetavajjoh<br><br>
uncomfortable	moazzab; nؤپrؤپhat; nؤپrؤپhatkonande<br><br>
uncommitted	qeyremoteahhed<br><br>
uncommon	kamyؤپb; nؤپder; qeyreؤپdi<br><br>
uncommunicative	kamharf<br><br>
uncompromising	sؤپzeإ،nؤپpazir<br><br>
unconcern	bialؤپqegi; xunsardi<br><br>
unconditional	biإ،art<br><br>
unconditionally	biqeydoإ،art<br><br>
unconquerable	إ،ekastnؤپpazir; tasxirnؤپpazir<br><br>
unconscionable	bivejdؤپn<br><br>
unconscious	bihuإ،; bixabar; nؤپؤپة،ؤپh; nؤپؤپة،ؤپhؤپne; nؤپxodؤپة،ؤپh; nؤپxodؤپة،ؤپhؤپne; nؤپxodؤپة،ؤپhi<br><br>
unconsciously	nؤپؤپgؤپhؤپne; nadؤپneste; nؤپxodؤپgؤپh<br><br>
unconsciousness	bihuإ،i; nؤپhoإ،yؤپri<br><br>
unconsidered	bimolؤپheze; nasanjide<br><br>
uncontrollable	kontorolnؤپpazir<br><br>
uncooked	napoxte; xؤپm<br><br>
uncoordinated	nؤپhamؤپhanة،<br><br>
uncouple	bؤپz إ،odan<br><br>
uncouth	إ¾ulide<br><br>
uncover	ؤپإ،kؤپr kardan; barmalؤپ kardan; berehne kardan; kaإ،f kardan; sarpuإ، bar dؤپإ،tan<br><br>
uncultured	bifarhang<br><br>
undamaged	ؤپsibnadide<br><br>
undecided	belؤپtaklif; dodel<br><br>
undefiled	tؤپher<br><br>
undemonstrative	xoddؤپr<br><br>
undeniable	enkؤپrnؤپpazir<br><br>
undeniably	bicunocerؤپ<br><br>
under	taht-e; zir; zir(-e); zir-e; zirin<br><br>
under drawers	zirإ،alvؤپri<br><br>
under obscure	ebhؤپmbaranة،iz<br><br>
under shirt	zirpirؤپhan<br><br>
under stairs	zirpelle<br><br>
under the condition that	be إ،art-e ؤپn ke; be إ،art-e in ke; be إ،art-i ke<br><br>
under the condition that ...	maإ،rut bar in ke<br><br>
under waist	zirpirؤپhani<br><br>
under-effect	tahtoإ،إ،oؤپ'<br><br>
under-the-counter	qؤپcؤپqi<br><br>
underage	nؤپbؤپleq; saqir; xordsؤپl<br><br>
underbrush	bute<br><br>
underclothes	zirpirؤپhani; zirpuإ،<br><br>
underclothing	zirpirؤپhani; zirpuإ،<br><br>
undercover	maxfi<br><br>
undercut	foruxtan<br><br>
underdeveloped	aqaboftؤپde; towseenayؤپfte<br><br>
underestimate	dastekam gereftan<br><br>
undergarment	zirpuإ،<br><br>
undergo	dastxoإ، إ،odan; motehammel إ،odan; tahammol kardan<br><br>
undergraduate	dؤپneإ،ju-ye dowre-yeâ€Œ lisؤپns; kؤپrإ،enؤپsi<br><br>
underground	zir-e zamin; zirzamin; zirzamini<br><br>
underground garage	gؤپrؤپإ¾-e zirzamini<br><br>
underground tunnel	tunel-e zirzamini<br><br>
underhung	piإ،ؤپmade<br><br>
underline	taâ€™kid kardan; xatt-e zirin; zir-e ciz-i xat keإ،idan<br><br>
underling	dunpؤپye; ra'yat<br><br>
underlying	asؤپsi; dar-zir-qarؤپr-gerefte; osuli<br><br>
undermine	az zir xarؤپb kardan; tahlil bordan<br><br>
underneath	zirin<br><br>
underpants	zirpuإ،; zirإ،alvؤپri<br><br>
underpass	tunel-e zirzamini; zirgozar; zirة،ozar<br><br>
underplot	dؤپstؤپn-e farâ€™i; towtee<br><br>
underprivileged	tanة،dast<br><br>
underrate	dastekam gereftan<br><br>
underscore	ta'kid<br><br>
undersea	zirؤپbi<br><br>
undersell	foruxtan<br><br>
undershirt	zirpirؤپhani<br><br>
underside	zirin<br><br>
underskirt	zirdؤپmani<br><br>
understand	dar yؤپftan; dark kardan; daryؤپftan; fahmidan; fahmidan (fahm); moltafet إ،odan; resؤپndan; sar dar ؤپvardan; sar darؤپvardan<br><br>
understandable	qؤپbelefahm<br><br>
understanding	bardؤپإ،ti; edrؤپk; fahm; tafؤپhom; tavؤپfoq; xerad<br><br>
understate	dastekam gereftan<br><br>
understrapper	dunpؤپye<br><br>
undertake	be ohdeâ€Œ gereftan; moteahhed إ،odan; moteqabbel إ،odan; ohde dؤپr إ،odan; qowl dؤپdan; taahhod kardan; taqabbol kardan<br><br>
undertaker	moteahhed<br><br>
undertaking	mas'ul; moteahhed<br><br>
underwater	zirؤپb; zirؤپbi; zir-e ab<br><br>
underwear	lebؤپs-e zir; zirpirhan; zirpuإ،; zirإ،alvؤپri<br><br>
underworld	amvؤپt<br><br>
underwrite	taahhod kardan<br><br>
underwriter	bimeة،ar<br><br>
underwriters	bimekonande<br><br>
undesirable	nؤپmatlub; nؤپxؤپste<br><br>
undetermined	sayyؤپl<br><br>
undeveloped	towseenayؤپfte<br><br>
undeviating	mostaqim<br><br>
undifferentiated	nؤپmotemؤپyez<br><br>
undignified	nؤپإ،ؤپyeste; saxif<br><br>
undisciplined	bihesؤپb<br><br>
undisturbed	dastnaxorde<br><br>
undo	bؤپtel kardan; vؤپgardan; xonsؤپ kardan; zؤپye' kardan<br><br>
undoubted	be dun-eإ،ak(k); be dun-etardid; beduneإ،akk<br><br>
undoubtedly	be dun-eإ،ak(k); be dun-etardid; biة،omؤپn; biإ،ak; biإ،ak(k); mosallaman<br><br>
undress	jؤپmeâ€Œ-ye maâ€™muli; lebؤپs kandan; loxt kardan; loxt إ،odan; oryؤپn kardan<br><br>
undue	nؤپravؤپ; qeyrezaruri; ziyؤپdi<br><br>
undulation	zirobam<br><br>
unduly	bijahat; nؤپravؤپ<br><br>
unearth	haffؤپri kardan<br><br>
uneasy	biؤپrؤپm; biؤپrؤپmi; moztareb; nؤپrؤپhat; pariإ،ؤپnxiyؤپl<br><br>
uneducated	nؤپdؤپn<br><br>
unemployed	bikؤپr<br><br>
unemployment	bikؤپri<br><br>
unencumbered	sabokbؤپr<br><br>
unending	bipؤپyؤپn<br><br>
unequal	nؤپbarؤپbar; nؤپmosؤپvi; nؤپmotasؤپvi<br><br>
unequivocal	rowإ،an; sarih<br><br>
unequivocally	rok<br><br>
unerring	bitardid; xatؤپnؤپpazir<br><br>
unethical	monؤپfi-ye effat<br><br>
uneven	nؤپhamvؤپr; nؤپjur; nؤپmosattah<br><br>
unexampled	bimؤپnand<br><br>
unexceptional	be dun-eestesnؤپ<br><br>
unexpected	nؤپة،ؤپh; nؤپgahؤپni; qeyremontazere<br><br>
unexpectedly	nؤپgahؤپn<br><br>
unfailing	bؤپvafؤپ; tamؤپmnaإ،odani<br><br>
unfair	biedؤپlat; biensؤپf; biensؤپfi; dur az ensؤپf; moqrezؤپne; nؤپؤپdelؤپne; nؤپmonsefؤپne; qeyremonsefؤپne<br><br>
unfairly	dur az ensؤپf; nؤپjavؤپnmardi<br><br>
unfairness	biensؤپfi<br><br>
unfaith	bivafؤپyi<br><br>
unfaithful	badqowl; biimؤپn; bivafؤپ<br><br>
unfamiliar	nؤپؤپإ،enؤپ; nؤپؤپإ،nؤپ; nؤپإ،enؤپxte<br><br>
unfamiliarity	nؤپؤپإ،enؤپyi<br><br>
unfashionable	nؤپmarsum; nؤپmotedؤپvel<br><br>
unfathered	bipedar<br><br>
unfathomable	إ¾arf<br><br>
unfavorable	bad; nؤپmatlub; nؤپmosؤپed<br><br>
unfeeling	biؤپtefe; bihes(s)<br><br>
unfettered	biqeydoband; biqeydobandi<br><br>
unfinished	nؤپtamؤپm<br><br>
unfit	nؤپbؤپb; nؤپmonؤپseb<br><br>
unfitting	nؤپmarbut<br><br>
unfledged	nؤپbؤپleq<br><br>
unflinching	mosammam; sؤپbetqadam<br><br>
unfold	ؤپإ،kؤپr kardan; ؤپإ،kؤپr إ،odan; bؤپz kardan; fؤپإ، kardan; rahؤپ kardan<br><br>
unfolding	إ،okufande<br><br>
unforeseen	piإ،bininaإ،ode<br><br>
unforgettable	farؤپmuإ،naإ،odani<br><br>
unforgivable	nؤپbaxإ،udani<br><br>
unfortunate	badbaxt; taassofbؤپr; taassorؤپvar<br><br>
unfortunately	badbaxtؤپne; moteassefؤپne<br><br>
unfounded	biasؤپs; bipؤپye<br><br>
unfriended	biyؤپr<br><br>
unfriendly	badxolq; qeyredustؤپne<br><br>
unfruitful	bihؤپsel<br><br>
unfunded	tohidast<br><br>
unfurl	afrؤپإ،tan; ة،oإ،udan<br><br>
ungainly	bihؤپsel; bilotf<br><br>
ungodly	lؤپmazhab<br><br>
ungovernable	lejؤپmة،osixte<br><br>
ungrateful	haqnؤپإ،enؤپs; haqnaإ،nؤپs; kofrؤپn; namaknaإ،nؤپs; nؤپsepؤپs<br><br>
unhand	az dast dؤپdan<br><br>
unhappiness	nؤپxoإ،nudi<br><br>
unhappy	mostmand; nؤپkؤپm; nؤپإ،ؤپd; nؤپإ،ؤپdâ€Œmؤپn; nؤپxorsand; nؤپxoإ،nud; qamgin; إ،urbaxt<br><br>
unhealthy	bimؤپrgune; kamarzeإ،; marizahvؤپl; nؤپsؤپlem; nؤپxoإ،<br><br>
unheard	bisؤپbeqe; naإ،enide<br><br>
unhygienic	qeyrebehdؤپإ،ti<br><br>
uni-	tak; vؤپhed; yek<br><br>
unicycle	yekcarxe<br><br>
unidirectional	yeksuye<br><br>
unification	vahdat; yegؤپnegi<br><br>
unified	mottahed; yekiإ،ode<br><br>
uniform	lebؤپs-e nezؤپmi; yeknavؤپxt; yeknavؤپxt kardan; yeksؤپn; yekإ،ekl<br><br>
uniformity	yekdasti; yeknavؤپxti; yeksؤپni<br><br>
uniforms	yeknavؤپxt; yuniform<br><br>
unify	moteإ،akkel kardan; mottahed kardan; yeki kardan; yeki إ،odan<br><br>
unifying	vahdatbaxإ،<br><br>
unilateral	yekjؤپnebe; yeksuye; yektarafe; yekyؤپnebe<br><br>
unimportant	biahammiyat; biahammiyati; biahammiyyat; kamahammiyat<br><br>
uninformed	biettelؤپ'; biettelؤپi; bixabar; jؤپhel<br><br>
uninhabitable	qeyreqؤپbelesokunat<br><br>
uninhabited	be dun-esakane<br><br>
unintelligent	bieste'dؤپd; bihuإ،<br><br>
unintentional	sahvi<br><br>
unintentionally	nؤپxؤپste; qeyreamdi<br><br>
uninterested	bialؤپqe<br><br>
uninterrupted	bivaqfe; mosalsal; mostamarr; motevؤپli<br><br>
uninvited	nؤپxؤپnde; sarzade<br><br>
union	e'telؤپf; ettehؤپd; ettehؤپdiye; vaslat<br><br>
unique	bihamtؤپ; bimؤپnand; binazir; bitؤپ; monhaserbefard; tak; yegؤپne; yeة،ؤپne; yektؤپ<br><br>
